Time,Open,High,Low,Close,Volume
2021-08-16 22:45:00,0.32351,0.32548,0.32239,0.32365,25027399.0
2021-08-16 23:00:00,0.32365,0.32457,0.3205,0.32134,22989135.7
2021-08-16 23:15:00,0.32128,0.32158,0.31628,0.31805,40372825.3
2021-08-16 23:30:00,0.31811,0.32247,0.31811,0.32158,24725166.5
2021-08-16 23:45:00,0.32171,0.32221,0.31774,0.31956,25585589.5
2021-08-17 00:00:00,0.31946,0.32214,0.31665,0.31857,48201322.0
2021-08-17 00:15:00,0.31854,0.3196,0.30562,0.31193,110971933.2
2021-08-17 00:30:00,0.31192,0.3143,0.3097,0.31156,50015627.6
2021-08-17 00:45:00,0.31157,0.31628,0.31075,0.31515,35759958.3
2021-08-17 01:00:00,0.31512,0.31848,0.31459,0.31752,28392396.3
2021-08-17 01:15:00,0.31756,0.32456,0.31717,0.32373,40430764.2
2021-08-17 01:30:00,0.32363,0.32533,0.32165,0.32389,35548521.8
2021-08-17 01:45:00,0.32386,0.32858,0.32341,0.32837,34895810.0
2021-08-17 02:00:00,0.32849,0.33158,0.32588,0.33049,44189860.9
2021-08-17 02:15:00,0.33038,0.3304,0.3255,0.32612,30948542.2
2021-08-17 02:30:00,0.32609,0.32981,0.3255,0.32903,24590879.7
2021-08-17 02:45:00,0.329,0.32978,0.32721,0.32814,25150474.1
2021-08-17 03:00:00,0.32818,0.32849,0.32552,0.32628,17534005.4
2021-08-17 03:15:00,0.3263,0.32987,0.32625,0.32852,29214616.7
2021-08-17 03:30:00,0.32852,0.32999,0.32546,0.32669,34348598.7
2021-08-17 03:45:00,0.32667,0.32823,0.32564,0.3281,14444649.9
2021-08-17 04:00:00,0.32814,0.33797,0.32703,0.33634,84431240.3
2021-08-17 04:15:00,0.33635,0.34018,0.33436,0.33654,114799116.3
2021-08-17 04:30:00,0.33654,0.33886,0.33565,0.33652,36402720.9
2021-08-17 04:45:00,0.33652,0.34021,0.33633,0.33636,40106419.8
2021-08-17 05:00:00,0.33636,0.33757,0.33144,0.33167,39071476.5
2021-08-17 05:15:00,0.3317,0.33522,0.32921,0.33374,36137609.0
2021-08-17 05:30:00,0.33378,0.33478,0.33091,0.33196,20329843.7
2021-08-17 05:45:00,0.33188,0.33196,0.32723,0.32789,32992102.4
2021-08-17 06:00:00,0.32791,0.32972,0.32322,0.32509,59276109.6
2021-08-17 06:15:00,0.32511,0.32836,0.31864,0.324,128460831.8
2021-08-17 06:30:00,0.32403,0.32569,0.32119,0.32188,24559562.6
2021-08-17 06:45:00,0.32185,0.32478,0.3212,0.32158,23419545.1
2021-08-17 07:00:00,0.32158,0.325,0.318,0.32474,35438365.7
2021-08-17 07:15:00,0.32476,0.32725,0.32142,0.32319,26040638.6
2021-08-17 07:30:00,0.32323,0.32577,0.32164,0.32506,19004224.7
2021-08-17 07:45:00,0.32506,0.32683,0.32461,0.32646,19939056.9
2021-08-17 08:00:00,0.32648,0.32957,0.3251,0.32783,27423230.3
2021-08-17 08:15:00,0.32784,0.3316,0.32784,0.33143,37319623.3
2021-08-17 08:30:00,0.3314,0.33166,0.32797,0.32929,22550358.8
2021-08-17 08:45:00,0.32934,0.33014,0.32544,0.32699,20870003.6
2021-08-17 09:00:00,0.32699,0.32968,0.32681,0.32912,13468566.3
2021-08-17 09:15:00,0.32913,0.33118,0.32874,0.33042,21674294.2
2021-08-17 09:30:00,0.33046,0.33999,0.33046,0.33652,122282892.0
2021-08-17 09:45:00,0.33651,0.337,0.33406,0.33616,29264332.2
2021-08-17 10:00:00,0.3362,0.33741,0.3329,0.33395,31631603.8
2021-08-17 10:15:00,0.33396,0.33424,0.33211,0.33416,16903182.2
2021-08-17 10:30:00,0.3342,0.33558,0.33252,0.33281,16048283.1
2021-08-17 10:45:00,0.33281,0.33457,0.32901,0.32958,25406944.3
2021-08-17 11:00:00,0.32966,0.33333,0.32966,0.331,25632121.7
2021-08-17 11:15:00,0.331,0.33227,0.32977,0.33065,18035496.7
2021-08-17 11:30:00,0.33063,0.33573,0.33063,0.33531,28364471.7
2021-08-17 11:45:00,0.33525,0.33682,0.33107,0.33255,32797902.2
2021-08-17 12:00:00,0.33251,0.335,0.33231,0.33406,27914876.0
2021-08-17 12:15:00,0.33408,0.3347,0.33311,0.33367,17594216.8
2021-08-17 12:30:00,0.33371,0.33425,0.32911,0.33007,34574868.2
2021-08-17 12:45:00,0.33008,0.331,0.32654,0.32656,34064212.7
2021-08-17 13:00:00,0.32665,0.32994,0.32304,0.32489,29977483.1
2021-08-17 13:15:00,0.32498,0.32785,0.32451,0.3272,22505968.9
2021-08-17 13:30:00,0.32725,0.32955,0.32623,0.32955,21102218.0
2021-08-17 13:45:00,0.32955,0.32955,0.32538,0.32583,20935246.5
2021-08-17 14:00:00,0.32583,0.32715,0.32337,0.32355,29077047.7
2021-08-17 14:15:00,0.32365,0.32522,0.31774,0.31927,83003424.5
2021-08-17 14:30:00,0.3192,0.32244,0.31762,0.32203,62464299.7
2021-08-17 14:45:00,0.32208,0.3242,0.32092,0.32173,20640632.4
2021-08-17 15:00:00,0.32174,0.32325,0.31865,0.32062,31715989.1
2021-08-17 15:15:00,0.32062,0.32143,0.31861,0.32079,21186025.0
2021-08-17 15:30:00,0.32077,0.32178,0.31672,0.3179,34448939.6
2021-08-17 15:45:00,0.31786,0.31964,0.31685,0.31752,35561465.0
2021-08-17 16:00:00,0.3175,0.32161,0.31333,0.32097,74391798.5
2021-08-17 16:15:00,0.32097,0.32185,0.31748,0.31966,27150326.6
2021-08-17 16:30:00,0.31967,0.32014,0.3155,0.31573,22833799.4
2021-08-17 16:45:00,0.31573,0.31828,0.3151,0.31515,30348799.3
2021-08-17 17:00:00,0.31512,0.31829,0.314,0.31735,21486636.4
2021-08-17 17:15:00,0.31736,0.31765,0.31455,0.3165,18773922.1
2021-08-17 17:30:00,0.31648,0.32,0.31472,0.31932,20915186.9
2021-08-17 17:45:00,0.31932,0.32172,0.318,0.32021,19476245.5
2021-08-17 18:00:00,0.32021,0.3243,0.3196,0.32326,22623579.0
2021-08-17 18:15:00,0.32323,0.32345,0.3212,0.32243,12085913.6
2021-08-17 18:30:00,0.32243,0.32248,0.31602,0.317,17839651.2
2021-08-17 18:45:00,0.31706,0.32069,0.3167,0.31843,14020756.0
2021-08-17 19:00:00,0.31849,0.31922,0.31383,0.3141,29245852.9
2021-08-17 19:15:00,0.31405,0.31547,0.31096,0.31486,39396129.7
2021-08-17 19:30:00,0.31502,0.31537,0.31264,0.31313,15892341.5
2021-08-17 19:45:00,0.31312,0.31552,0.31103,0.3129,37260530.1
2021-08-17 20:00:00,0.3129,0.31392,0.3081,0.30828,50208090.9
2021-08-17 20:15:00,0.30836,0.30839,0.301,0.30208,101479434.1
2021-08-17 20:30:00,0.3021,0.30711,0.3,0.30547,96498148.0
2021-08-17 20:45:00,0.3055,0.31088,0.305,0.30844,48276901.3
2021-08-17 21:00:00,0.30844,0.30861,0.30515,0.30764,36235348.0
2021-08-17 21:15:00,0.30764,0.30764,0.30212,0.30431,31456204.4
2021-08-17 21:30:00,0.30437,0.30711,0.30261,0.30548,19167325.5
2021-08-17 21:45:00,0.30547,0.30741,0.301,0.30243,36098497.9
2021-08-17 22:00:00,0.30242,0.30537,0.3,0.30001,41145958.8
2021-08-17 22:15:00,0.30006,0.30279,0.29452,0.299,102949827.2
2021-08-17 22:30:00,0.29901,0.3042,0.29818,0.30318,40225920.8
2021-08-17 22:45:00,0.30312,0.30667,0.30158,0.30649,26724205.3
2021-08-17 23:00:00,0.30644,0.30644,0.30222,0.30415,17544315.1
2021-08-17 23:15:00,0.30411,0.30444,0.29868,0.30127,28594691.4
2021-08-17 23:30:00,0.30127,0.30385,0.29874,0.2993,22609492.2
2021-08-17 23:45:00,0.29936,0.30124,0.29669,0.29933,35791732.4
2021-08-18 00:00:00,0.2993,0.30324,0.29675,0.30126,57143561.5
2021-08-18 00:15:00,0.30126,0.30327,0.2999,0.3007,32454522.9
2021-08-18 00:30:00,0.3007,0.30073,0.29119,0.2912,71863928.4
2021-08-18 00:45:00,0.2912,0.29564,0.29,0.29464,59940655.4
2021-08-18 01:00:00,0.29465,0.29468,0.2775,0.28144,137322693.5
2021-08-18 01:15:00,0.28134,0.28714,0.28133,0.28665,100542319.8
2021-08-18 01:30:00,0.28664,0.29353,0.28664,0.29282,54353425.7
2021-08-18 01:45:00,0.29291,0.29836,0.29066,0.29803,62102429.2
2021-08-18 02:00:00,0.29802,0.2988,0.29384,0.29794,34728049.2
2021-08-18 02:15:00,0.29786,0.29942,0.29566,0.29606,28460632.6
2021-08-18 02:30:00,0.29606,0.29694,0.29,0.29493,39066448.3
2021-08-18 02:45:00,0.29492,0.29629,0.29239,0.29501,24640582.9
2021-08-18 03:00:00,0.29508,0.296,0.29154,0.2917,17746036.5
2021-08-18 03:15:00,0.29171,0.29293,0.2904,0.29079,32138069.1
2021-08-18 03:30:00,0.29082,0.29576,0.28978,0.29422,34896666.5
2021-08-18 03:45:00,0.29418,0.29871,0.29416,0.2986,26882191.5
2021-08-18 04:00:00,0.2986,0.30156,0.2967,0.30043,50594059.7
2021-08-18 04:15:00,0.30041,0.30073,0.29698,0.297,27508276.0
2021-08-18 04:30:00,0.297,0.298,0.29427,0.29441,25624382.8
2021-08-18 04:45:00,0.29448,0.29717,0.29335,0.29688,34085836.6
2021-08-18 05:00:00,0.29694,0.2998,0.29623,0.29934,24841972.1
2021-08-18 05:15:00,0.29927,0.30214,0.29895,0.30156,29292772.5
2021-08-18 05:30:00,0.30154,0.3034,0.29999,0.30333,33965478.5
2021-08-18 05:45:00,0.30333,0.30484,0.30262,0.30467,33017362.3
2021-08-18 06:00:00,0.30472,0.30477,0.30085,0.30139,27793811.3
2021-08-18 06:15:00,0.30144,0.30437,0.30071,0.30101,27106472.3
2021-08-18 06:30:00,0.30108,0.30311,0.3,0.3024,20170393.7
2021-08-18 06:45:00,0.30236,0.30387,0.302,0.3028,14065023.4
2021-08-18 07:00:00,0.3028,0.3035,0.29921,0.29997,26131493.9
2021-08-18 07:15:00,0.3,0.30087,0.297,0.29744,29576968.4
2021-08-18 07:30:00,0.29743,0.30018,0.29657,0.29757,29069191.9
2021-08-18 07:45:00,0.29762,0.29815,0.2942,0.29567,40702523.3
2021-08-18 08:00:00,0.29566,0.29707,0.29396,0.29661,31227645.6
2021-08-18 08:15:00,0.2966,0.29844,0.29368,0.29387,27258350.8
2021-08-18 08:30:00,0.29385,0.29549,0.29206,0.29346,24876295.8
2021-08-18 08:45:00,0.29348,0.29614,0.29343,0.29598,19156735.1
2021-08-18 09:00:00,0.29601,0.29814,0.29468,0.29746,32947139.3
2021-08-18 09:15:00,0.29744,0.29794,0.29583,0.2959,14212437.6
2021-08-18 09:30:00,0.29592,0.29842,0.29563,0.29832,14828538.2
2021-08-18 09:45:00,0.29832,0.29965,0.29759,0.29824,20215114.7
2021-08-18 10:00:00,0.29824,0.30135,0.29819,0.2982,32859497.6
2021-08-18 10:15:00,0.29821,0.29882,0.2948,0.29492,22723323.1
2021-08-18 10:30:00,0.29494,0.2966,0.29417,0.29594,16211852.2
2021-08-18 10:45:00,0.29594,0.29745,0.29475,0.29489,15258312.3
2021-08-18 11:00:00,0.29491,0.29839,0.29491,0.29567,16717376.1
2021-08-18 11:15:00,0.29567,0.29793,0.29437,0.29447,20681437.7
2021-08-18 11:30:00,0.29446,0.2947,0.28826,0.28933,60190735.9
2021-08-18 11:45:00,0.28932,0.28988,0.28356,0.28587,137571674.6
2021-08-18 12:00:00,0.28586,0.2893,0.28447,0.28596,61334406.0
2021-08-18 12:15:00,0.28595,0.29081,0.28353,0.28949,50475397.4
2021-08-18 12:30:00,0.2895,0.29063,0.28757,0.28884,29851363.3
2021-08-18 12:45:00,0.28883,0.29254,0.28863,0.29138,39245413.9
2021-08-18 13:00:00,0.29139,0.29459,0.29139,0.29386,49543581.2
2021-08-18 13:15:00,0.29383,0.2956,0.29358,0.2938,35658057.7
2021-08-18 13:30:00,0.2938,0.29485,0.29019,0.29047,39011534.9
2021-08-18 13:45:00,0.29047,0.29235,0.28926,0.29184,25557530.6
2021-08-18 14:00:00,0.2918,0.2939,0.29172,0.29298,22636122.3
2021-08-18 14:15:00,0.29304,0.29536,0.29304,0.29452,23260887.5
2021-08-18 14:30:00,0.29452,0.29491,0.29201,0.29318,23454864.4
2021-08-18 14:45:00,0.29321,0.2951,0.29234,0.29441,19451664.7
2021-08-18 15:00:00,0.2944,0.29508,0.29295,0.29311,18376758.7
2021-08-18 15:15:00,0.29311,0.29396,0.29047,0.29091,20026487.5
2021-08-18 15:30:00,0.29099,0.31,0.29004,0.30754,123160517.7
2021-08-18 15:45:00,0.30759,0.3195,0.30724,0.31862,260463791.8
2021-08-18 16:00:00,0.31865,0.325,0.31594,0.31731,209550548.5
2021-08-18 16:15:00,0.31725,0.32,0.31333,0.3176,103275563.7
2021-08-18 16:30:00,0.31759,0.32233,0.31759,0.31942,65492339.8
2021-08-18 16:45:00,0.31943,0.325,0.31779,0.3235,73529654.0
2021-08-18 17:00:00,0.32357,0.32406,0.31793,0.31986,53002348.4
2021-08-18 17:15:00,0.31987,0.32075,0.31812,0.32018,32321189.8
2021-08-18 17:30:00,0.32019,0.32159,0.31782,0.31943,25851104.7
2021-08-18 17:45:00,0.31943,0.3225,0.3193,0.32032,33905193.1
2021-08-18 18:00:00,0.32035,0.32296,0.31417,0.31533,56368883.8
2021-08-18 18:15:00,0.31528,0.31675,0.31122,0.31335,56960263.8
2021-08-18 18:30:00,0.31336,0.3165,0.31259,0.3127,27104021.6
2021-08-18 18:45:00,0.31271,0.31439,0.30838,0.30855,47051824.1
2021-08-18 19:00:00,0.30854,0.31086,0.30759,0.30778,30389316.7
2021-08-18 19:15:00,0.30777,0.30987,0.303,0.30394,67375372.1
2021-08-18 19:30:00,0.30384,0.3058,0.29877,0.30072,72299592.1
2021-08-18 19:45:00,0.3007,0.30319,0.29917,0.30208,38796299.3
2021-08-18 20:00:00,0.30209,0.3033,0.299,0.30233,33053699.7
2021-08-18 20:15:00,0.30235,0.30269,0.29606,0.29841,50396648.3
2021-08-18 20:30:00,0.29842,0.299,0.29569,0.29746,39100808.6
2021-08-18 20:45:00,0.29745,0.29748,0.29414,0.29531,34222782.4
2021-08-18 21:00:00,0.29524,0.29907,0.293,0.29892,37973418.2
2021-08-18 21:15:00,0.29892,0.29913,0.29659,0.29838,18302166.1
2021-08-18 21:30:00,0.29837,0.2984,0.29663,0.29809,7256619.1
2021-08-18 21:45:00,0.29809,0.29972,0.29727,0.29921,20218284.6
2021-08-18 22:00:00,0.29923,0.30593,0.29788,0.30554,35428096.0
2021-08-18 22:15:00,0.30554,0.30815,0.3042,0.30764,43757986.3
2021-08-18 22:30:00,0.30764,0.30787,0.30388,0.30725,24007688.6
2021-08-18 22:45:00,0.30723,0.308,0.30458,0.30715,19611922.9
2021-08-18 23:00:00,0.30721,0.30924,0.30596,0.30924,23806529.3
2021-08-18 23:15:00,0.30923,0.31061,0.30727,0.31049,17927449.1
2021-08-18 23:30:00,0.3105,0.31204,0.3072,0.30725,26510753.9
2021-08-18 23:45:00,0.3072,0.3079,0.30282,0.3032,28436220.7
2021-08-19 00:00:00,0.30321,0.3069,0.29999,0.30063,47747281.6
2021-08-19 00:15:00,0.30063,0.30356,0.298,0.30142,48662078.4
2021-08-19 00:30:00,0.30133,0.30486,0.29953,0.3044,39592330.8
2021-08-19 00:45:00,0.30443,0.31257,0.30367,0.31051,68329488.8
2021-08-19 01:00:00,0.31045,0.31098,0.30621,0.30859,43065412.4
2021-08-19 01:15:00,0.30859,0.30951,0.30725,0.30827,17158806.8
2021-08-19 01:30:00,0.30825,0.3112,0.30764,0.3101,21526785.1
2021-08-19 01:45:00,0.31006,0.31017,0.30581,0.30607,18594216.5
2021-08-19 02:00:00,0.30601,0.30603,0.3029,0.3041,24788239.0
2021-08-19 02:15:00,0.30412,0.30499,0.30184,0.3033,20630322.8
2021-08-19 02:30:00,0.30328,0.30649,0.30232,0.30385,20738211.0
2021-08-19 02:45:00,0.30385,0.30589,0.30267,0.30286,13380387.7
2021-08-19 03:00:00,0.30286,0.30319,0.29714,0.29885,44083637.2
2021-08-19 03:15:00,0.29881,0.30028,0.29614,0.29652,27636059.5
2021-08-19 03:30:00,0.29652,0.30011,0.29534,0.2994,28887219.8
2021-08-19 03:45:00,0.29945,0.30059,0.29715,0.29715,18750219.0
2021-08-19 04:00:00,0.29717,0.29872,0.29519,0.29656,37904422.9
2021-08-19 04:15:00,0.29654,0.29948,0.29355,0.29919,33469621.8
2021-08-19 04:30:00,0.29919,0.29984,0.29796,0.29961,17792024.6
2021-08-19 04:45:00,0.29958,0.29958,0.29717,0.2978,17100920.6
2021-08-19 05:00:00,0.2978,0.29899,0.2955,0.29755,19595198.9
2021-08-19 05:15:00,0.29764,0.30048,0.29712,0.29998,34039660.8
2021-08-19 05:30:00,0.29997,0.30199,0.29977,0.30159,26164305.1
2021-08-19 05:45:00,0.30175,0.30232,0.30016,0.30047,19741755.3
2021-08-19 06:00:00,0.30044,0.30104,0.29687,0.29816,24255193.1
2021-08-19 06:15:00,0.29817,0.29964,0.29722,0.29907,11426288.6
2021-08-19 06:30:00,0.29902,0.30118,0.29844,0.29954,14038411.1
2021-08-19 06:45:00,0.29954,0.30139,0.29829,0.30025,17384774.9
2021-08-19 07:00:00,0.30025,0.30248,0.29951,0.30231,22031901.0
2021-08-19 07:15:00,0.30232,0.30237,0.3,0.30017,11780472.2
2021-08-19 07:30:00,0.30017,0.30025,0.29763,0.29896,18525105.7
2021-08-19 07:45:00,0.29896,0.30017,0.29547,0.30017,45414313.2
2021-08-19 08:00:00,0.30009,0.30237,0.29856,0.29863,38389933.1
2021-08-19 08:15:00,0.29876,0.30158,0.29764,0.30082,21013812.8
2021-08-19 08:30:00,0.30092,0.30192,0.30029,0.30058,15174853.6
2021-08-19 08:45:00,0.30058,0.3011,0.29941,0.30057,16812074.2
2021-08-19 09:00:00,0.30063,0.30234,0.29968,0.30082,18097112.0
2021-08-19 09:15:00,0.30085,0.30175,0.29968,0.30145,15514841.3
2021-08-19 09:30:00,0.30142,0.30203,0.30037,0.3019,14612763.2
2021-08-19 09:45:00,0.30189,0.30476,0.30097,0.30301,26731056.4
2021-08-19 10:00:00,0.30308,0.30459,0.30032,0.30047,23014893.3
2021-08-19 10:15:00,0.30055,0.30141,0.29944,0.30141,17927882.1
2021-08-19 10:30:00,0.30133,0.30139,0.29791,0.29852,18923089.3
2021-08-19 10:45:00,0.29853,0.29912,0.29719,0.29784,17450379.8
2021-08-19 11:00:00,0.29778,0.29957,0.29663,0.29804,16978535.8
2021-08-19 11:15:00,0.29804,0.29963,0.29754,0.29883,10650037.5
2021-08-19 11:30:00,0.29883,0.30007,0.29781,0.29788,9339299.3
2021-08-19 11:45:00,0.29788,0.29869,0.29614,0.29667,19575263.7
2021-08-19 12:00:00,0.29659,0.29754,0.295,0.2965,22945020.0
2021-08-19 12:15:00,0.29659,0.29975,0.29597,0.29884,20034174.7
2021-08-19 12:30:00,0.29885,0.29969,0.29781,0.29897,11919405.7
2021-08-19 12:45:00,0.29896,0.30064,0.29812,0.30018,15154026.2
2021-08-19 13:00:00,0.30018,0.30061,0.29865,0.30024,15177660.2
2021-08-19 13:15:00,0.30027,0.30069,0.29916,0.29937,8901873.7
